[2024-10-24 21:32:03] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-24 21:32:03] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-24 21:32:03] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-24 21:32:04] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-24 21:32:04] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-24 21:32:04] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-24 21:32:09] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523\
[2024-10-24 21:32:09] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/CIFI/
[2024-10-24 21:33:58] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:58] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:58] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:58] [class-ss-page.php:119] Checking Content Identical:82918e6b09c6aac8cc9d70b15d00fc522b1d562b===. Value: FALSE
[2024-10-24 21:33:58] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-includes/js/dist/hooks.min.js
[2024-10-24 21:33:58] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 971
[2024-10-24 21:33:58] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd46b9ce7-QMsXc9.tmp
[2024-10-24 21:33:58] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-includes/js/dist/hooks.min.js?simply_static_page=2952
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-includes/js/dist/hooks.min.js?simply_static_page=2952
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:103] Filesize: 4307 bytes
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/js/dist/hooks.min.js
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd46b9ce7-QMsXc9.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-includes/js/dist/hooks.min.js
[2024-10-24 21:33:58] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:58] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:58] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:58] [class-ss-page.php:119] Checking Content Identical:ee6aa3d65b474309376468b24bb6f829a4514809===. Value: FALSE
[2024-10-24 21:33:58] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-includes/js/dist/i18n.min.js
[2024-10-24 21:33:58] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 971
[2024-10-24 21:33:58] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd46d676f-4okbuQ.tmp
[2024-10-24 21:33:58] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-includes/js/dist/i18n.min.js?simply_static_page=2953
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-includes/js/dist/i18n.min.js?simply_static_page=2953
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:103] Filesize: 9141 bytes
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/js/dist/i18n.min.js
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd46d676f-4okbuQ.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-includes/js/dist/i18n.min.js
[2024-10-24 21:33:58] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:58] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:58] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:58] [class-ss-page.php:119] Checking Content Identical:9997a1745f48bdd233dbe9bd8164daa53eba105b===. Value: FALSE
[2024-10-24 21:33:58] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/jet-elements/assets/js/jet-elements.min.js
[2024-10-24 21:33:58] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 971
[2024-10-24 21:33:58] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd46e9259-5EFUsr.tmp
[2024-10-24 21:33:58] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/jet-elements/assets/js/jet-elements.min.js?simply_static_page=2954
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/jet-elements/assets/js/jet-elements.min.js?simply_static_page=2954
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:103] Filesize: 78988 bytes
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/jet-elements/assets/js/jet-elements.min.js
[2024-10-24 21:33:58] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd46e9259-5EFUsr.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/jet-elements/assets/js/jet-elements.min.js
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:59] [class-ss-page.php:119] Checking Content Identical:780f2306376ca92dec82a571c2de7676f0c53ab1===. Value: FALSE
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min.js
[2024-10-24 21:33:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 971
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd47108b1-csfnxf.tmp
[2024-10-24 21:33:59] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min.js?simply_static_page=2955
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min.js?simply_static_page=2955
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:103] Filesize: 681 bytes
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min.js
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd47108b1-csfnxf.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min.js
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:59] [class-ss-page.php:119] Checking Content Identical:8a11439d56af9fb27836bb5f2a30aeb35b93bb5a===. Value: FALSE
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js
[2024-10-24 21:33:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 971
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd4727858-MMOuv8.tmp
[2024-10-24 21:33:59] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?simply_static_page=2956
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?simply_static_page=2956
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:103] Filesize: 18660 bytes
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd4727858-MMOuv8.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:59] [class-ss-page.php:119] Checking Content Identical:f762dfc099573b9a84935fd76da808b480f92ccc===. Value: FALSE
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/feed/
[2024-10-24 21:33:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 971
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd473bab9-f50m5v.tmp
[2024-10-24 21:33:59] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/feed/?simply_static_page=2957
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/feed/?simply_static_page=2957
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:103] Filesize: 993 bytes
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html;charset=UTF-8
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:233] New filename for static page: /feed/index.html
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd473bab9-f50m5v.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/feed/index.html
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:159] Adding 3 URLs to the queue
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:59] [class-ss-page.php:119] Checking Content Identical:e90b0dea5ff7d63939a1639efcd0e0f174e67664===. Value: FALSE
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/comments/feed/
[2024-10-24 21:33:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 971
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd4763555-2oHNal.tmp
[2024-10-24 21:33:59] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/comments/feed/?simply_static_page=2958
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/comments/feed/?simply_static_page=2958
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:103] Filesize: 1020 bytes
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html;charset=UTF-8
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:233] New filename for static page: /comments/feed/index.html
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd4763555-2oHNal.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/comments/feed/index.html
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:159] Adding 3 URLs to the queue
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:59] [class-ss-page.php:119] Checking Content Identical:69095acbced7c5a74951c04b063b08f5c12ae6ad===. Value: FALSE
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/css/frontend.min.css
[2024-10-24 21:33:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 971
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd478ceb5-bCMM1S.tmp
[2024-10-24 21:33:59] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/css/frontend.min.css?simply_static_page=2959
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/css/frontend.min.css?simply_static_page=2959
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:103] Filesize: 60705 bytes
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/frontend.min.css
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd478ceb5-bCMM1S.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/css/frontend.min.css
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:59] [class-ss-page.php:119] Checking Content Identical:6fdd4da55d003d4fe106063a114d7dc59fce9f67===. Value: FALSE
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/uploads/elementor/css/post-326.css
[2024-10-24 21:33:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 971
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd47a2302-P95g0L.tmp
[2024-10-24 21:33:59] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/uploads/elementor/css/post-326.css?simply_static_page=2960
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/uploads/elementor/css/post-326.css?simply_static_page=2960
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:103] Filesize: 10835 bytes
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/elementor/css/post-326.css
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd47a2302-P95g0L.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/uploads/elementor/css/post-326.css
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:59] [class-ss-page.php:119] Checking Content Identical:b3a70ba5910ddc8631350d21627c5a8b33c4a648===. Value: FALSE
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/uploads/elementor/css/post-468.css
[2024-10-24 21:33:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 971
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd47b6f61-008GoT.tmp
[2024-10-24 21:33:59] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/uploads/elementor/css/post-468.css?simply_static_page=2961
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/uploads/elementor/css/post-468.css?simply_static_page=2961
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:103] Filesize: 11737 bytes
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/elementor/css/post-468.css
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd47b6f61-008GoT.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/uploads/elementor/css/post-468.css
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:59] [class-ss-page.php:119] Checking Content Identical:ac760c179c5527f1215ffae7ad5fef6f0f551f68===. Value: FALSE
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css
[2024-10-24 21:33:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 971
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd47da62b-c6eBs3.tmp
[2024-10-24 21:33:59] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?simply_static_page=2962
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?simply_static_page=2962
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:103] Filesize: 75973 bytes
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css
[2024-10-24 21:33:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd47da62b-c6eBs3.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:59] [class-ss-page.php:119] Checking Content Identical:2a5a91d6ca7e85ac1d0bd192a2a3ba83684c2dc5===. Value: FALSE
[2024-10-24 21:33:59] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit.css
[2024-10-24 21:33:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 971
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd480118b-CJ1XsF.tmp
[2024-10-24 21:34:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit.css?simply_static_page=2963
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit.css?simply_static_page=2963
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:103] Filesize: 101474 bytes
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit.css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd480118b-CJ1XsF.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/bdthemes-element-pack/assets/css/bdt-uikit.css
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:34:00] [class-ss-page.php:119] Checking Content Identical:89f50d9929cf1273998d31d6189d2005c8faaf80===. Value: FALSE
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/bdthemes-element-pack/assets/css/ep-helper.css
[2024-10-24 21:34:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 971
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd4819117-Im1SGW.tmp
[2024-10-24 21:34:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/bdthemes-element-pack/assets/css/ep-helper.css?simply_static_page=2964
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/bdthemes-element-pack/assets/css/ep-helper.css?simply_static_page=2964
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:103] Filesize: 38152 bytes
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/bdthemes-element-pack/assets/css/ep-helper.css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd4819117-Im1SGW.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/bdthemes-element-pack/assets/css/ep-helper.css
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:34:00] [class-ss-page.php:119] Checking Content Identical:b5bf4c09a67fb3be7f4e37c4d994947e1640652d===. Value: FALSE
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/jeg-elementor-kit/assets/css/elements/main.css
[2024-10-24 21:34:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 971
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd482da1e-bne5VH.tmp
[2024-10-24 21:34:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/jeg-elementor-kit/assets/css/elements/main.css?simply_static_page=2965
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/jeg-elementor-kit/assets/css/elements/main.css?simply_static_page=2965
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:103] Filesize: 213893 bytes
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/jeg-elementor-kit/assets/css/elements/main.css
[2024-10-24 21:34:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd482da1e-bne5VH.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/jeg-elementor-kit/assets/css/elements/main.css
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:34:00] [class-ss-page.php:119] Checking Content Identical:550c9660e445ee966c2266c55c06ce660150e696===. Value: FALSE
[2024-10-24 21:34:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css
[2024-10-24 21:34:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 971
